location,size,total_sqft,bath,price,bhk,price_per_sqft
"Senpara Parbata, Section 10, Mirpur, Dhaka",3 BHK,1537.0,3.0,81.0,3,5270.006506180872
"Dhanmondi, Dhaka",2 BHK,1050.0,2.0,45.0,2,4285.714285714285
"Paikpara, Ahmed Nagar, Mirpur, Dhaka",3 BHK,1452.0,3.0,55.6,3,3829.2011019283746
"Old Eskaton, Eskaton, Dhaka",2 BHK,1246.0,2.0,95.0,2,7624.398073836276
"Agargaon, Dhaka",3 BHK,1890.0,4.0,85.0,3,4497.354497354498
"Middle Badda, Badda, Dhaka",2 BHK,972.0,2.0,40.0,2,4115.22633744856
"Middle Badda, Badda, Dhaka",4 Bedroom,10624.0,4.0,2340.0,4,22025.602409638555
"Matikata, Cantonment, Dhaka",4 Bedroom,1500.0,5.0,160.0,4,10666.666666666666
"Kafrul, Dhaka",1 BHK,630.0,1.0,33.7,1,5349.20634920635
"Gulshan 1, Gulshan, Dhaka",8 Bedroom,1050.0,5.0,80.0,8,7619.047619047619
"Gulshan 1, Gulshan, Dhaka",3 BHK,1255.0,2.0,60.0,3,4780.876494023904
"Gulshan 1, Gulshan, Dhaka",4 Bedroom,1900.0,4.0,185.0,4,9736.842105263158
"Avenue 3, Block A, Section 11, Mirpur, Dhaka",3 Bedroom,2440.0,3.0,142.0,3,5819.672131147541
"Malibagh, Dhaka",3 BHK,1938.0,3.0,92.69,3,4782.765737874097
"Janata Housing, Shah Ali Bag, Section 1, Mirpur, Dhaka",3 BHK,1711.0,3.0,125.0,3,7305.669199298656
"Block B, Future Town, Bochila, Mohammadpur, Dhaka",5 Bedroom,1200.0,4.0,240.0,5,20000.0
"Darussalam, Mirpur, Dhaka",2 BHK,1392.0,2.0,95.0,2,6824.712643678161
"Baitul Aman Housing Society, Adabor, Dhaka",2 BHK,1225.0,2.0,77.0,2,6285.714285714285
"Block D, Section 1, Mirpur, Dhaka",4 BHK,3418.0,3.0,235.0,4,6875.365710942071
"Kallyanpur, Mirpur, Dhaka",3 BHK,1750.0,3.0,120.0,3,6857.142857142857
"Middle Badda, Badda, Dhaka",3 BHK,1260.0,2.0,80.0,3,6349.206349206349
"Block A, Bashundhara R-A, Dhaka",1 BHK,691.0,1.0,31.1,1,4500.723589001447
"Block B, Aftab Nagar, Dhaka",4 Bedroom,2400.0,3.0,400.0,4,16666.666666666668
"Mohakhali, Dhaka",2 BHK,1285.0,2.0,78.0,2,6070.038910505837
"Mirpur, Dhaka",3 BHK,1590.0,3.0,96.0,3,6037.735849056604
"Gulshan 1, Gulshan, Dhaka",3 BHK,1571.0,3.0,65.0,3,4137.492043284532
"Section 1, Mirpur, Dhaka",5 Bedroom,2800.0,5.0,220.0,5,7857.142857142857
"Dakshin Khan, Dhaka",2 BHK,1060.0,2.0,48.66,2,4590.566037735849
"Lalmatia, Dhaka",2 BHK,1255.0,2.0,58.0,2,4621.5139442231075
"Jagannath Shaha Road, Amligola, Lalbagh, Dhaka",4 Bedroom,702.0,4.0,65.0,4,9259.25925925926
"Block A, Bochila City Developers Ltd, Bochila, Mohammadpur, Dhaka",3 Bedroom,2400.0,2.0,185.0,3,7708.333333333333
"Block B, Future Town, Bochila, Mohammadpur, Dhaka",3 BHK,1520.0,2.0,81.0,3,5328.9473684210525
"West Kalachandpur, Kalachandpur, Dhaka",2 BHK,1170.0,2.0,45.51,2,3889.74358974359
"Eskaton, Dhaka",3 BHK,1580.0,3.0,75.0,3,4746.835443037975
"Middle Badda, Badda, Dhaka",3 BHK,1777.26,3.0,89.0,3,5007.7084950991975
"Mirpur, Dhaka",2 BHK,1303.0,2.0,55.78,2,4280.890253261704
"Maghbazar, Dhaka",2 BHK,1680.0,2.0,59.0,2,3511.904761904762
"Section 1, Mirpur, Dhaka",3 BHK,1495.0,2.0,70.0,3,4682.274247491639
"Middle Badda, Badda, Dhaka",3 BHK,1835.0,3.0,108.0,3,5885.558583106267
"Block B, Bochila City Developers Ltd, Bochila, Mohammadpur, Dhaka",3 Bedroom,610.0,3.0,60.0,3,9836.065573770491
"Middle Badda, Badda, Dhaka",2 BHK,1080.0,2.0,38.0,2,3518.5185185185187
"Shantinagar, Dhaka",2 BHK,1025.0,2.0,29.61,2,2888.7804878048782
"Kallyanpur, Mirpur, Dhaka",2 BHK,1225.0,2.0,67.48,2,5508.571428571428
"Kallyanpur, Mirpur, Dhaka",1 BHK,656.0,1.0,34.77,1,5300.304878048782
"Section 10, Mirpur, Dhaka",2 BHK,994.0,2.0,45.0,2,4527.162977867203
"Kallyanpur, Mirpur, Dhaka",2 BHK,1025.0,2.0,65.0,2,6341.463414634146
"Kallyanpur, Mirpur, Dhaka",2 BHK,1156.0,2.0,52.0,2,4498.269896193771
"Mohammadpur, Dhaka",2 BHK,1250.0,2.0,60.0,2,4800.0
"Block D, Section 6, Mirpur, Dhaka",4 Bedroom,3092.0,4.0,230.0,4,7438.551099611902
"Ali And Nur Real Estate, Mohammadpur, Dhaka",3 BHK,1930.0,4.0,122.0,3,6321.243523316062
"West Agargaon, Agargaon, Dhaka",2 BHK,1020.0,2.0,70.0,2,6862.745098039216
"Dhanmondi, Dhaka",3 BHK,1310.0,2.0,70.0,3,5343.511450381679
"East Bashabo, Bashabo, Dhaka",1 BHK,612.5,1.0,27.565,1,4500.408163265306
"Block D, Section 12, Mirpur, Dhaka",2 BHK,1322.0,2.0,70.0,2,5295.00756429652
"Block D, Section 12, Mirpur, Dhaka",2 BHK,1160.0,2.0,57.0,2,4913.793103448276
"Block D, Bashundhara R-A, Dhaka",2 BHK,1100.0,2.0,48.0,2,4363.636363636364
"Mirpur, Dhaka",3 BHK,1720.0,3.0,150.0,3,8720.93023255814
"Khilbari Tek, Badda, Dhaka",3 BHK,1689.0,3.0,103.0,3,6098.283007696862
"East Kazipara, Mirpur, Dhaka",2 BHK,1090.0,2.0,47.42,2,4350.45871559633
"Amligola, Lalbagh, Dhaka",2 BHK,2000.0,2.0,75.0,2,3750.0
"Amligola, Lalbagh, Dhaka",2 BHK,1155.0,2.0,69.0,2,5974.025974025974
"West Shewrapara, Mirpur, Dhaka",6 Bedroom,4000.0,6.0,230.0,6,5750.0
"Section 1, Mirpur, Dhaka",4 Bedroom,3913.0,5.0,176.0,4,4497.827753641707
"Arambagh, Motijheel, Dhaka",3 BHK,3520.0,5.0,320.0,3,9090.90909090909
"Arambagh, Motijheel, Dhaka",2 BHK,1125.0,2.0,39.98,2,3553.7777777777774
"Ullan, Rampura, Dhaka",3 BHK,1847.0,3.0,92.0,3,4981.050351922036
"Sector 3, Uttara, Dhaka",3 BHK,1515.0,2.0,76.0,3,5016.501650165016
"Abdur Rafique Housing Society, Shekhertek, Mohammadpur, Dhaka",8 Bedroom,3450.0,7.0,225.0,8,6521.739130434783
"Block A, Bashundhara R-A, Dhaka",5 Bedroom,2500.0,3.0,120.0,5,4800.0
"Goran, Khilgaon, Dhaka",2 BHK,1130.0,2.0,55.0,2,4867.256637168141
"Avenue 1, Mirpur DOHS, Mirpur, Dhaka",2 BHK,1049.0,2.0,51.0,2,4861.773117254528
"Shantibag, Malibagh, Dhaka",3 BHK,2650.0,4.0,175.0,3,6603.773584905661
"PC Culture Housing, Mohammadpur, Dhaka",2 BHK,850.0,2.0,25.4,2,2988.235294117647
"Shahjahanpur, Dhaka",3 BHK,1842.0,3.0,115.0,3,6243.213897937025
"Middle Monipur, Mirpur, Dhaka",5 Bedroom,2600.0,5.0,370.0,5,14230.76923076923
"North Shahjahanpur, Dhaka",2 BHK,1282.0,2.0,72.0,2,5616.224648985959
"Block F, Section 11, Mirpur, Dhaka",2 BHK,800.0,2.0,40.0,2,5000.0
"Naya Paltan, Motijheel, Dhaka",4 Bedroom,1200.0,4.0,240.0,4,20000.0
"West Shewrapara, Mirpur, Dhaka",3 BHK,1190.0,2.0,30.35,3,2550.4201680672268
"Section 10, Mirpur, Dhaka",3 BHK,1318.0,2.0,68.0,3,5159.332321699545
"Middle Paikpara, Mirpur, Dhaka",2 BHK,1698.0,2.0,105.0,2,6183.745583038869
"Khilbari Tek, Badda, Dhaka",3 BHK,2030.0,2.0,182.0,3,8965.51724137931
"Block B, Future Town, Bochila, Mohammadpur, Dhaka",3 BHK,1276.0,2.0,31.9,3,2500.0
"Matikata, Cantonment, Dhaka",3 BHK,1555.0,2.0,67.0,3,4308.681672025724
"Vashantek, Cantonment, Dhaka",3 BHK,1881.0,3.0,145.0,3,7708.665603402445
"Block C, Nobodoy Housing Society, Mohammadpur, Dhaka",3 BHK,2900.0,3.0,325.0,3,11206.896551724138
"Tejkunipara, Tejgaon, Dhaka",3 BHK,1890.0,3.0,109.0,3,5767.195767195767
"Bochila Garden City, Bochila, Mohammadpur, Dhaka",5 BHK,900.0,5.0,135.0,5,15000.0
"Block I, Bashundhara R-A, Dhaka",2 BHK,935.0,2.0,32.0,2,3422.4598930481284
"East Manikdi, Manikdi, Cantonment, Dhaka",2 BHK,1000.0,2.0,58.0,2,5800.0
"Vatara, Badda, Dhaka",3 BHK,1510.0,3.0,75.0,3,4966.887417218543
"Sector 14, Uttara, Dhaka",2 BHK,1120.0,2.0,50.0,2,4464.285714285715
"Khilgaon, Dhaka",2 BHK,930.0,2.0,25.99,2,2794.6236559139784
"Malibagh, Dhaka",3 BHK,1160.0,2.0,42.0,3,3620.689655172414
"Mirpur, Dhaka",2 BHK,1419.0,2.0,48.1,2,3389.7110641296686
"North Shahjahanpur, Shahjahanpur, Dhaka",2 BHK,1175.0,2.0,62.0,2,5276.595744680851
"North Shahjahanpur, Shahjahanpur, Dhaka",3 BHK,1350.0,2.0,63.0,3,4666.666666666667
"Nayatola, Maghbazar, Dhaka",3 BHK,2215.0,3.0,330.0,3,14898.419864559819
"Rupnagar R/A, Mirpur, Dhaka",2 BHK,996.0,2.0,24.9,2,2500.0
"Mirpur, Dhaka",2 BHK,1076.0,2.0,30.13,2,2800.185873605948
"Section 10, Mirpur, Dhaka",4 BHK,2180.0,4.0,115.0,4,5275.229357798165
"Matikata, Cantonment, Dhaka",3 BHK,1715.0,3.0,112.0,3,6530.6122448979595
"New Eskaton, Eskaton, Dhaka",2 BHK,1072.0,2.0,45.0,2,4197.761194029851
"Shegunbagicha, Dhaka",2 BHK,1230.0,2.0,80.0,2,6504.065040650406
"Mirpur, Dhaka",3 BHK,1600.0,2.0,65.0,3,4062.5
"Chairman Para, Dakshin Khan, Dhaka",3 BHK,1411.0,3.0,93.25,3,6608.788093550674
"Shyamoli, Dhaka",5 BHK,3600.0,5.0,145.0,5,4027.777777777778
"Sector 7, Uttara, Dhaka",3 BHK,2404.0,3.0,138.0,3,5740.432612312812
"1st Colony, Mirpur, Dhaka",4 Bedroom,1200.0,4.0,190.0,4,15833.333333333334
"Matikata, Cantonment, Dhaka",3 Bedroom,1200.0,3.0,226.0,3,18833.333333333332
"Matikata, Cantonment, Dhaka",3 BHK,1208.0,3.0,45.0,3,3725.1655629139073
"Matikata, Cantonment, Dhaka",5 Bedroom,1700.0,5.0,300.0,5,17647.058823529413
"Matikata, Cantonment, Dhaka",2 BHK,1225.0,2.0,69.84,2,5701.224489795918
"Matikata, Cantonment, Dhaka",2 BHK,1162.0,2.0,69.0,2,5938.037865748709
"Gulshan 1, Gulshan, Dhaka",3 BHK,1262.0,2.0,65.0,3,5150.5546751188585
"Uttar Khan, Dhaka",2 BHK,1050.0,2.0,35.0,2,3333.3333333333335
"Block E, Chandrima Model Town, Mohammadpur, Dhaka",2 BHK,1160.0,2.0,33.51,2,2888.793103448276
"Block B, Bashundhara R-A, Dhaka",3 Bedroom,1500.0,3.0,61.95,3,4130.0
"Hazaribag, Dhaka",3 BHK,1610.0,3.0,85.0,3,5279.503105590062
"Eskaton, Dhaka",2 BHK,1340.0,2.0,41.0,2,3059.7014925373132
"Malibagh, Dhaka",3 BHK,2275.0,4.0,182.0,3,8000.0
"1st Colony, Mirpur, Dhaka",2 BHK,1162.0,2.0,58.0,2,4991.394148020654
"Block H, Bashundhara R-A, Dhaka",2 Bedroom,1500.0,2.0,145.0,2,9666.666666666666
"Mirpur, Dhaka",4 Bedroom,3150.0,3.0,135.0,4,4285.714285714285
"South Monipur, Mirpur, Dhaka",2 BHK,1170.0,2.0,65.0,2,5555.555555555556
"Senpara Parbata, Section 10, Mirpur, Dhaka",2 BHK,980.0,2.0,25.0,2,2551.0204081632655
"Sector 6, Uttara, Dhaka",3 BHK,1800.0,3.0,60.0,3,3333.3333333333335
"Section 7, Mirpur, Dhaka",3 BHK,1423.0,2.0,71.73,3,5040.758959943781
"Ibrahimpur, Dhaka",2 BHK,1106.0,2.0,40.0,2,3616.6365280289333
"Section 7, Mirpur, Dhaka",2 BHK,1105.0,2.0,27.6,2,2497.737556561086
"Rajabazar, Tejgaon, Dhaka",4 Bedroom,7500.0,6.0,1800.0,4,24000.0
"Adabor, Dhaka",2 BHK,1255.0,2.0,56.7,2,4517.92828685259
"Block B, Kaderabad Housing Society, Bosila, Mohammadpur, Dhaka",3 BHK,1525.0,2.0,65.0,3,4262.295081967213
"Maghbazar, Dhaka",2 BHK,1061.0,2.0,38.95,2,3671.065032987748
"West Shewrapara, Mirpur, Dhaka",2 Bedroom,600.0,2.0,29.5,2,4916.666666666667
"Paikpara, Ahmed Nagar, Mirpur, Dhaka",3 BHK,1400.0,2.0,40.45,3,2889.2857142857147
"Paikpara, Ahmed Nagar, Mirpur, Dhaka",3 BHK,2100.0,3.0,145.0,3,6904.761904761905
"Amligola, Lalbagh, Dhaka",2 BHK,660.0,1.0,16.5,2,2500.0
"Middle Paikpara, Mirpur, Dhaka",2 BHK,633.0,1.0,18.0,2,2843.6018957345973
"Chairman Para, Dakshin Khan, Dhaka",2 BHK,1260.0,2.0,120.0,2,9523.809523809523
"Jhilpar, Middle Pirerbag, Pirerbag, Mirpur, Dhaka",2 BHK,907.0,2.0,55.43,2,6111.35611907387
"Mohammadia Housing Society, Mohammadpur, Dhaka",3 BHK,2047.0,3.0,67.55,3,3299.9511480214946
"Mohammadia Housing Society, Mohammadpur, Dhaka",4 BHK,2597.0,4.0,189.0,4,7277.628032345014
"Block F, Bashundhara R-A, Dhaka",2 BHK,1211.0,2.0,63.0,2,5202.312138728324
"Block G, Bashundhara R-A, Dhaka",3 BHK,1904.0,3.0,129.0,3,6775.210084033613
"East Goran, Goran, Khilgaon, Dhaka",2 BHK,1205.0,2.0,73.87,2,6130.290456431535
"1st Colony, Mirpur, Dhaka",2 BHK,1164.0,2.0,64.08,2,5505.154639175258
"Block L, Bashundhara R-A, Dhaka",2 BHK,1410.0,2.0,73.0,2,5177.304964539007
"Mirpur, Dhaka",2 BHK,1150.0,2.0,42.0,2,3652.1739130434785
"Section 10, Mirpur, Dhaka",2 BHK,1170.0,2.0,53.11,2,4539.316239316239
"Baridhara DOHS, Dhaka",2 BHK,1420.0,2.0,62.0,2,4366.197183098591
"North Goran, Khilgaon, Dhaka",2 BHK,1125.0,2.0,45.0,2,4000.0
"Maghbazar, Dhaka",3 BHK,1789.0,3.0,75.0,3,4192.286193404137
"Block C, Bashundhara R-A, Dhaka",2 BHK,1021.0,2.0,76.0,2,7443.682664054848
"Ward 23, Chowdhuripara, Khilgaon, Dhaka",2 BHK,1074.0,2.0,26.85,2,2500.0
"Block F, Bashundhara R-A, Dhaka",2 BHK,1222.0,2.0,48.0,2,3927.986906710311
"Block C, Section 13, Mirpur, Dhaka",3 BHK,1981.0,3.0,134.0,3,6764.260474507824
"Block D, Section 1, Mirpur, Dhaka",2 BHK,1103.0,2.0,55.0,2,4986.400725294651
"Baitul Aman Housing Society, Adabor, Dhaka",2 BHK,1201.0,2.0,65.0,2,5412.156536219817
"Mohammadpur, Dhaka",2 BHK,970.0,2.0,36.0,2,3711.340206185567
"Block E, Arambag Residential Area, Pallabi, Mirpur, Dhaka",2 BHK,920.0,2.0,33.0,2,3586.9565217391305
"Section 1, Mirpur, Dhaka",3 BHK,1520.0,3.0,85.0,3,5592.105263157895
"North Goran, Goran, Khilgaon, Dhaka",3 Bedroom,675.0,3.0,75.0,3,11111.111111111111
"Kallyanpur, Mirpur, Dhaka",3 BHK,1268.0,2.0,75.0,3,5914.826498422713
"Kallyanpur, Mirpur, Dhaka",1 BHK,660.0,1.0,30.0,1,4545.454545454545
"Kallyanpur, Mirpur, Dhaka",3 BHK,1755.0,3.0,115.0,3,6552.706552706552
"Natun Bazar, Badda, Dhaka",2 BHK,945.0,2.0,35.0,2,3703.703703703704
"East Kazipara, Mirpur, Dhaka",1 BHK,500.0,1.0,33.0,1,6600.0
"Sector 9, Uttara, Dhaka",4 BHK,2820.0,4.0,153.5,4,5443.262411347518
"Sector 5, Uttara, Dhaka",4 Bedroom,1632.0,3.0,140.0,4,8578.43137254902
"Sector 3, Uttara, Dhaka",2 BHK,1167.0,2.0,37.5,2,3213.367609254499
"Block C, Banasree, Dhaka",2 BHK,1276.0,2.0,80.0,2,6269.592476489028
"Sector 3, Uttara, Dhaka",2 BHK,1234.0,2.0,51.0,2,4132.90113452188
"Sector 3, Uttara, Dhaka",2 BHK,1180.0,2.0,75.0,2,6355.932203389831
"Sector 3, Uttara, Dhaka",3 BHK,1370.0,2.0,87.0,3,6350.36496350365
"Wari, Sutrapur, Dhaka",2 BHK,1015.0,2.0,25.88,2,2549.753694581281
"Chairman Para, Dakshin Khan, Dhaka",9 Bedroom,1200.0,9.0,230.0,9,19166.666666666668
"Jhilpar, Middle Pirerbag, Pirerbag, Mirpur, Dhaka",3 Bedroom,1400.0,3.0,90.0,3,6428.571428571428
"Block A, Sayednagar, East Vatara, Vatara, Badda, Dhaka",5 Bedroom,1500.0,6.0,155.0,5,10333.333333333334
"Chairman Para, Dakshin Khan, Dhaka",2 Bedroom,1050.0,2.0,40.0,2,3809.5238095238096
"Sector 3, Uttara, Dhaka",2 BHK,1251.0,2.0,46.0,2,3677.0583533173462
"Sector 5, Uttara, Dhaka",3 BHK,1677.0,3.0,92.13,3,5493.738819320215
"Avenue 4, Mirpur DOHS, Mirpur, Dhaka",2 BHK,1346.0,2.0,67.38,2,5005.94353640416
"Mirpur, Dhaka",2 BHK,1090.0,2.0,31.48,2,2888.0733944954127
"Mohammadpur, Dhaka",5 Bedroom,1200.0,4.0,240.0,5,20000.0
"Sector 3, Uttara, Dhaka",3 BHK,1290.0,2.0,51.1,3,3961.2403100775196
"Shyamoli, Dhaka",5 BHK,7514.0,7.0,1500.0,5,19962.736225712004
"Block B, Sayednagar, East Vatara, Vatara, Badda, Dhaka",3 BHK,1881.0,3.0,145.0,3,7708.665603402445
"Block B, Section 2, Mirpur, Dhaka",2 BHK,1150.0,2.0,52.0,2,4521.739130434783
"Nadda, Dhaka",3 Bedroom,2690.0,3.0,295.0,3,10966.542750929368
"Block B, Bochila West Dhanmondi R/A, Bochila, Mohammadpur, Dhaka",3 BHK,1200.0,2.0,42.0,3,3500.0
"Block C, Section 2, Mirpur, Dhaka",3 BHK,2735.0,4.0,340.0,3,12431.44424131627
"Block B, Section 12, Mirpur, Dhaka",2 BHK,950.0,2.0,65.0,2,6842.105263157895
"Joar Sahara, Dhaka",3 BHK,1491.0,3.0,40.5,3,2716.2977867203217
"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",2 BHK,1050.0,2.0,51.66,2,4920.0
"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",3 BHK,1660.0,3.0,131.0,3,7891.566265060241
"Rajabazar, Tejgaon, Dhaka",2 BHK,1134.0,2.0,55.0,2,4850.088183421517
"Rajabazar, Tejgaon, Dhaka",2 BHK,1100.0,2.0,60.0,2,5454.545454545455
"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",4 Bedroom,800.0,4.0,60.0,4,7500.0
"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",2 Bedroom,1200.0,2.0,36.1,2,3008.3333333333335
"PC Culture Housing, Mohammadpur, Dhaka",4 Bedroom,1200.0,4.0,240.0,4,20000.0
"Nurer Chala, Badda, Dhaka",3 Bedroom,980.0,3.0,80.0,3,8163.265306122449
"Joar Sahara, Dhaka",2 BHK,1080.0,2.0,37.8,2,3499.9999999999995
"PC Culture Housing, Mohammadpur, Dhaka",1 BHK,705.0,2.0,50.0,1,7092.198581560284
"East Shewrapara, Mirpur, Dhaka",3 BHK,1200.0,2.0,35.0,3,2916.6666666666665
"Nurer Chala, Badda, Dhaka",2 BHK,1200.0,2.0,50.0,2,4166.666666666667
"Block B, South Banasree Project, Banasree, Dhaka",3 BHK,1804.0,3.0,127.0,3,7039.911308203991
"Block B, South Banasree Project, Banasree, Dhaka",2 BHK,750.0,2.0,20.0,2,2666.6666666666665
"Block B, Section 12, Mirpur, Dhaka",2 BHK,420.0,1.0,25.0,2,5952.380952380952
"Block A, Section 12, Mirpur, Dhaka",4 BHK,2800.0,4.0,252.0,4,9000.0
"Baitul Aman Housing Society, Adabor, Dhaka",2 BHK,1090.0,2.0,38.37,2,3520.1834862385317
"Baitul Aman Housing Society, Adabor, Dhaka",2 Bedroom,1500.0,2.0,230.0,2,15333.333333333334
"Khilkhet, Dhaka",3 BHK,1287.0,3.0,55.0,3,4273.504273504273
"Shahjahanpur, Dhaka",3 BHK,2215.0,4.0,157.0,3,7088.03611738149
"Dhanmondi, Dhaka",4 Bedroom,2800.0,4.0,375.0,4,13392.857142857143
"Dhaka Real Estate, Katashur, Mohammadpur, Dhaka",2 BHK,1045.0,2.0,42.15,2,4033.492822966507
"Kalachandpur, Dhaka",2 BHK,1263.0,2.0,47.36,2,3749.802058590657
"Ali And Nur Real Estate, Mohammadpur, Dhaka",3 BHK,1431.0,3.0,85.0,3,5939.902166317261
"Block C, Bashundhara R-A, Dhaka",2 BHK,999.0,2.0,32.9,2,3293.293293293293
"Nayatola, Maghbazar, Dhaka",3 BHK,1650.0,3.0,85.5,3,5181.818181818182
"Khilgaon, Dhaka",3 BHK,1535.0,3.0,72.0,3,4690.553745928339
"Sector 12, Uttara, Dhaka",4 BHK,2524.0,5.0,180.0,4,7131.537242472266
"Sector 12, Uttara, Dhaka",3 BHK,1300.0,3.0,69.0,3,5307.692307692308
"Uttar Badda, Badda, Dhaka",3 Bedroom,600.0,3.0,125.0,3,20833.333333333332
"Shyamoli Housing (2nd Project), Adabor, Dhaka",3 BHK,2095.0,3.0,150.0,3,7159.904534606205
"Shyamoli Housing (2nd Project), Adabor, Dhaka",1 BHK,284.0,1.0,8.0,1,2816.9014084507044
"Block E, Section 12, Mirpur, Dhaka",1 BHK,500.0,1.0,14.0,1,2800.0
"Dhanmondi, Dhaka",2 BHK,1265.0,2.0,68.0,2,5375.494071146245
"Block A, Section 10, Mirpur, Dhaka",2 BHK,1215.0,2.0,44.96,2,3700.411522633745
"Shahjahanpur, Dhaka",2 Bedroom,2200.0,2.0,180.0,2,8181.818181818182
"Avenue 2, Mirpur DOHS, Mirpur, Dhaka",2 BHK,1028.0,2.0,51.0,2,4961.089494163424
"Avenue 8, Mirpur DOHS, Mirpur, Dhaka",3 BHK,1835.0,2.0,92.0,3,5013.623978201635
"Jahuri Moholla, Mohammadpur, Dhaka",3 BHK,1800.0,3.0,65.0,3,3611.1111111111113
"Block B, Bochila West Dhanmondi R/A, Bochila, Mohammadpur, Dhaka",3 BHK,2077.0,3.0,175.0,3,8425.613866153106
"Bochila, Mohammadpur, Dhaka",4 Bedroom,2880.0,3.0,211.0,4,7326.388888888889
"Avenue 12, Mirpur DOHS, Mirpur, Dhaka",6 BHK,499.0,5.0,89.0,6,17835.67134268537
"Shahjahanpur, Dhaka",2 BHK,708.0,2.0,31.15,2,4399.717514124294
"Block B, Section 12, Mirpur, Dhaka",2 BHK,1200.0,2.0,120.0,2,10000.0
"Block B, Section 12, Mirpur, Dhaka",2 BHK,925.0,2.0,46.25,2,5000.0
"Block B, Section 12, Mirpur, Dhaka",3 Bedroom,2826.0,3.0,148.0,3,5237.0842179759375
"Mohammadpur, Dhaka",1 BHK,458.0,1.0,33.66,1,7349.344978165938
"Mohammadpur, Dhaka",4 Bedroom,3500.0,4.0,150.0,4,4285.714285714285
"Dhanmondi, Dhaka",4 Bedroom,5400.0,4.0,250.0,4,4629.62962962963
"Hazaribag, Dhaka",4 Bedroom,1000.0,5.0,200.0,4,20000.0
"Baridhara, Dhaka",3 BHK,1450.0,2.0,90.0,3,6206.896551724138
"Block C, Section 12, Mirpur, Dhaka",2 BHK,1100.0,2.0,65.0,2,5909.090909090909
"Block C, Section 12, Mirpur, Dhaka",2 BHK,1185.0,2.0,55.0,2,4641.350210970464
"Block C, Section 12, Mirpur, Dhaka",4 Bedroom,1900.0,4.0,80.0,4,4210.526315789473
"Block B, Mansurabad Housing Society, Adabor, Dhaka",2 Bedroom,1200.0,2.0,70.0,2,5833.333333333333
"Faydabad, East Azampur, Dakshin Khan, Dhaka",1 BHK,660.0,1.0,35.0,1,5303.030303030303
"Avenue 2, Mirpur DOHS, Mirpur, Dhaka",3 BHK,1920.0,4.0,121.0,3,6302.083333333333
"Block C, Bochila Garden City, Bochila, Mohammadpur, Dhaka",2 Bedroom,1200.0,2.0,130.0,2,10833.333333333334
"Block C, Bashundhara R-A, Dhaka",4 BHK,4550.0,2.0,240.0,4,5274.725274725275
"Baitul Aman Housing Society, Adabor, Dhaka",2 BHK,1205.0,2.0,68.32,2,5669.709543568464
"New Eskaton, Eskaton, Dhaka",2 BHK,1200.0,2.0,46.0,2,3833.3333333333335
"Pallabi Extension, Pallabi, Mirpur, Dhaka",3 BHK,1421.0,2.0,73.0,3,5137.227304714989
"Avenue 2, Mirpur DOHS, Mirpur, Dhaka",3 BHK,1250.0,3.0,48.9,3,3912.0
"Avenue 2, Mirpur DOHS, Mirpur, Dhaka",1 BHK,524.0,1.0,29.0,1,5534.3511450381675
"Avenue 2, Mirpur DOHS, Mirpur, Dhaka",5 Bedroom,4200.0,5.0,245.0,5,5833.333333333333
"Mohammadpur, Dhaka",3 BHK,1540.0,3.0,90.0,3,5844.1558441558445
"Shegunbagicha, Dhaka",2 BHK,984.0,2.0,45.91,2,4665.650406504065
"Mohammadpur, Dhaka",2 BHK,985.0,2.0,50.17,2,5093.401015228426
"Ahmed Nagar, Mirpur, Dhaka",4 BHK,2830.0,4.0,161.0,4,5689.04593639576
"Block D, Section 12, Mirpur, Dhaka",2 BHK,1140.0,2.0,60.0,2,5263.1578947368425
"Motijheel, Dhaka",5 Bedroom,3600.0,5.0,130.0,5,3611.1111111111113
"Tikatuli, Sutrapur, Dhaka",3 BHK,1410.0,2.0,44.42,3,3150.354609929078
"West Kafrul, Taltola, Agargaon, Dhaka",3 BHK,1700.0,2.0,86.0,3,5058.823529411765
"Sector 12, Uttara, Dhaka",2 BHK,1360.0,2.0,62.425,2,4590.073529411765
"Farmgate, Tejgaon, Dhaka",4 Bedroom,1800.0,3.0,700.0,4,38888.88888888889
"Kalabagan, Dhaka",2 BHK,1333.0,2.0,86.65,2,6500.375093773443
"North Shahjahanpur, Dhaka",2 BHK,1258.0,2.0,85.5,2,6796.502384737679
"Baitul Aman Housing Society, Adabor, Dhaka",3 BHK,1458.0,2.0,87.0,3,5967.078189300411
"Agargaon, Dhaka",2 BHK,1386.0,2.0,85.0,2,6132.7561327561325
"South Banasree Project, Banasree, Dhaka",2 BHK,1140.0,2.0,32.92,2,2887.719298245614
"Kathalbagan, Dhaka",1 RK,550.0,1.0,27.0,1,4909.090909090909
"Shyamoli, Dhaka",2 BHK,1200.0,2.0,83.0,2,6916.666666666667
"Mohammadpur, Dhaka",2 BHK,1081.0,2.0,39.0,2,3607.7705827937093
"East Monipur, Mirpur, Dhaka",4 BHK,2135.0,3.0,149.0,4,6978.922716627635
"South Baridhara Residential Area,D. I. T. Project, Badda, Dhaka",4 Bedroom,2500.0,4.0,100.0,4,4000.0
